log10(M_1i)(Msun),q_i(M_2i/M_1i),log10(P_i)(days),logL_1,logL_2,logT_1,logT_2,M_env_1,He_core_1,R_1(Rsun),R_2(Rsun),Mdot_w_1,Mdot_w_2,Mdot_rlo_2,case,"wfpc2,2,f555w,a2d7,cont#50180",Z,eps,"wfpc2,2,f814w,a2d7,cont#50180"
1.36,0.625,3.42,5.472775,4.51845,3.865841,4.498307,0.7729734,9.87282,347.9861827066032,6.107529874952455,3.5911951014748737e-06,7.526360214803055e-09,0.0,LB,0.17253545587125885 VEGAMAG,0.005,0.1,-0.4576596789683052 VEGAMAG
1.36,0.525,3.44,5.48137,4.271816,3.884443,4.479747,0.6089663,9.834088,312.9478700111291,5.008074721346819,3.281580028937777e-06,2.2920020408443677e-09,0.0,LB,0.23335246288686662 VEGAMAG,0.005,0.1,-0.35112241767729646 VEGAMAG
1.36,0.575,3.44,5.480811,4.399588,3.887674,4.490428,0.6108392,9.850611,308.37985507283497,5.523230907773563,3.245644879567563e-06,4.284853718066933e-09,0.0,LB,0.2364535847651572 VEGAMAG,0.005,0.1,-0.340310982877543 VEGAMAG
1.36,0.625,3.44,5.489453,4.516857,3.847531,4.498008,0.8424953,9.877848,386.1259590494497,6.104731957682676,3.886359753478641e-06,7.465776766752291e-09,0.0,LB,0.1199683540740959 VEGAMAG,0.005,0.1,-0.5575054808922553 VEGAMAG
1.36,0.525,3.46,5.484136,4.270853,3.883512,4.479621,0.6110592,9.836055,314.01471502635934,5.005412801484948,3.296210966902068e-06,2.2807464103317267e-09,0.0,LB,0.2343038201914749 VEGAMAG,0.005,0.1,-0.35240537465791144 VEGAMAG
1.36,0.575,3.46,5.473062,4.397071,3.866385,4.489978,0.7623084,9.867655,346.06764693193907,5.518667136717946,3.5804531880544213e-06,4.2282922779867325e-09,0.0,LB,0.179489603512617 VEGAMAG,0.005,0.1,-0.44933581295827585 VEGAMAG
1.36,0.625,3.46,5.487141,4.514725,3.81496,4.497604,0.8942193,9.882282,440.29524977455,6.101106415177757,4.358369031325902e-06,7.385076527041749e-09,0.0,LB,0.15950499033331234 VEGAMAG,0.005,0.1,-0.6079292475832121 VEGAMAG
1.36,0.525,3.48,5.482662,4.267417,3.878131,4.479021,0.6414149,9.848158,323.627188253673,4.999445057870683,3.386413602986468e-06,2.23905622862872e-09,0.0,LB,0.21734318869784053 VEGAMAG,0.005,0.1,-0.3823898270287929 VEGAMAG
1.36,0.575,3.48,5.485655,4.391841,3.816977,4.489023,0.8861328,9.883814,435.8609890354491,5.509715827633361,4.337515103078291e-06,4.113930968632041e-09,0.0,LB,0.16074803087861023 VEGAMAG,0.005,0.1,-0.6008903756524275 VEGAMAG
1.36,0.525,3.5,5.48718,4.259617,3.824038,4.477623,0.9094326,9.897796,431.83516032247593,4.986754634958794,4.356593106991832e-06,2.1464659325375132e-09,0.0,LB,0.10897629535626452 VEGAMAG,0.005,0.1,-0.6326095106518603 VEGAMAG
1.34,0.975,2.88,5.443732,5.281625,4.456762,4.244876,0.4316224,9.172903,23.449738281928976,47.2462126136012,3.88213827374459e-06,1.005821697616872e-06,0.0,EB,2.568853875678018 VEGAMAG,0.005,0.1,2.667236111705323 VEGAMAG
1.34,0.875,2.9,5.442602,5.008541,4.977382,4.462789,0.1243537,9.064164,1.9181461745077288,12.645558062487796,5.5653566389090135e-06,4.6817045171371977e-08,0.0,EB,18.163285316440973 VEGAMAG,0.005,0.1,19.264069742842494 VEGAMAG
1.34,0.975,2.9,5.444465,5.279406,4.356818,4.218963,0.4687989,9.182162,44.79360335236333,53.09956948873203,3.538310978948688e-06,9.378470139881048e-07,0.0,EB,1.5694614041618449 VEGAMAG,0.005,0.1,1.6126306924951384 VEGAMAG
1.34,0.875,2.92,5.444824,5.008406,4.843057,4.462721,0.2061746,9.100573,3.5207736075055784,12.647509083702714,4.742834824116599e-06,4.676737563176571e-08,0.0,EB,8.412445262262347 VEGAMAG,0.005,0.1,17.839545384046595 VEGAMAG
1.34,0.925,2.92,5.442693,5.108341,5.014136,4.426449,0.09203559,9.075724,1.623797618038979,16.76941837731267,6.025790106135307e-06,5.0389842393944667e-08,0.0,EB,18.44005729960893 VEGAMAG,0.005,0.1,19.617815965363054 VEGAMAG
1.34,0.975,2.92,5.442555,5.204668,4.294522,3.559307,0.4713384,9.188031,52.27884691186531,1016.1738156583968,3.4608677186529533e-06,3.731547721182344e-06,0.0,EB,1.5099253782655497 VEGAMAG,0.005,0.1,1.510048027301788 VEGAMAG
1.34,0.875,2.94,5.445452,5.008261,4.702715,4.46265,0.2924899,9.137921,6.541279404469663,12.649547785609837,4.451239887127686e-06,4.6712810755753324e-08,0.0,EB,4.512142095839909 VEGAMAG,0.005,0.1,16.855366283389092 VEGAMAG
1.34,0.925,2.94,5.444298,5.10823,4.97744,4.426358,0.1246864,9.088234,1.924990098562565,16.774361571367926,5.578314554910728e-06,5.032085365787411e-08,0.0,EB,18.155559324261972 VEGAMAG,0.005,0.1,19.256309052741948 VEGAMAG
1.34,0.975,2.94,5.444961,5.281719,4.268808,4.251806,0.4689004,9.193167,62.47524961618343,45.76927150978689,3.4369562190280224e-06,1.0230880217422796e-06,0.0,EB,1.2430744366490054 VEGAMAG,0.005,0.1,1.2231095129131142 VEGAMAG
1.34,0.875,2.96,5.445451,5.008104,4.622714,4.462603,0.328958,9.158475,9.123641248314652,12.650013820757096,4.366153499525303e-06,4.66657231273372e-08,0.0,EB,4.019054840648545 VEGAMAG,0.005,0.1,5.081418303816772 VEGAMAG
1.34,0.925,2.96,5.446463,5.108102,4.841578,4.42624,0.2051161,9.123198,3.5641682734824984,16.781006283004857,4.744473224156652e-06,5.0235184310008095e-08,0.0,EB,8.261367582199862 VEGAMAG,0.005,0.1,17.816910568547094 VEGAMAG
1.34,0.975,2.96,5.445228,5.280241,4.201258,4.234422,0.469187,9.199308,58.91569429324845,49.49268327718779,3.415529179931967e-06,9.762633820903676e-07,0.0,EB,1.7056480467218371 VEGAMAG,0.005,0.1,1.6253786815440507 VEGAMAG
1.34,0.775,2.98,5.442191,4.804339,4.989766,4.496381,0.1147159,9.059097,1.8135736618643377,8.563689256024656,5.696577366409751e-06,2.5468361168851657e-08,0.0,EB,18.25993808831165 VEGAMAG,0.005,0.1,19.372595257040434 VEGAMAG
1.34,0.875,2.98,5.445349,5.007945,4.532998,4.462536,0.3662888,9.170748,13.900486490559118,12.651557684821704,4.183222839665199e-06,4.6611598832704556e-08,0.0,EB,3.419175951011794 VEGAMAG,0.005,0.1,3.573314723821489 VEGAMAG
1.34,0.925,2.98,5.446763,5.107961,4.757125,4.42614,0.2522867,9.149171,5.152139339550903,16.785952892877248,4.536490439987325e-06,5.0157975618204575e-08,0.0,EB,5.239347217015885 VEGAMAG,0.005,0.1,17.244871907000203 VEGAMAG
1.34,0.975,2.98,5.445264,5.281323,4.138148,4.241632,0.4787465,9.204683,89.15033921601005,47.935250362136415,3.332767365442774e-06,9.972843410962583e-07,0.0,EB,1.1494880363933502 VEGAMAG,0.005,0.1,1.001359280745382 VEGAMAG
1.34,0.775,3.0,5.444368,4.804176,4.882118,4.496328,0.1831752,9.087431,2.961405645693904,8.564170403947331,4.879507613858144e-06,2.544292278968737e-08,0.0,EB,16.330281366770553 VEGAMAG,0.005,0.1,18.443493484937147 VEGAMAG
1.34,0.825,3.0,5.441883,4.904102,5.035484,4.487156,0.06865134,9.073126,1.4732148910740108,10.022821594126055,6.368307125012561e-06,3.6485810654285523e-08,0.0,EB,18.585892721292755 VEGAMAG,0.005,0.1,19.837960156945744 VEGAMAG
1.34,0.875,3.0,5.445006,5.007789,4.483286,4.462458,0.4028059,9.183792,19.910125612985286,12.653859265911144,4.059616415910604e-06,4.655475012649516e-08,0.0,EB,2.822815100419911 VEGAMAG,0.005,0.1,2.9334858939029864 VEGAMAG
1.34,0.925,3.0,5.447133,5.107858,4.701074,4.426012,0.2836246,9.166135,6.569899103780688,16.793878235634725,4.451598629134412e-06,5.0073851840324484e-08,0.0,EB,4.504366025076974 VEGAMAG,0.005,0.1,16.848969209818428 VEGAMAG
1.34,0.975,3.0,5.444747,5.279812,4.136458,4.232079,0.4717923,9.212619,96.29483647602316,50.00483516326564,3.330166901131341e-06,9.695919474908409e-07,0.0,EB,0.9917347815246313 VEGAMAG,0.005,0.1,0.8416151564579311 VEGAMAG
1.34,0.775,3.02,5.445292,4.803973,4.728335,4.496274,0.2767825,9.13012,5.8472087665299775,8.564280835153498,4.48449970725006e-06,2.5412828171827623e-08,0.0,EB,4.78079717635867 VEGAMAG,0.005,0.1,17.041676722169463 VEGAMAG
1.34,0.825,3.02,5.446053,4.903909,4.866697,4.487108,0.1888442,9.117819,3.172263834117161,10.022775437433149,4.84132234716753e-06,3.6446094759554876e-08,0.0,EB,16.010041611032612 VEGAMAG,0.005,0.1,18.339555024702694 VEGAMAG
1.34,0.875,3.02,5.444899,5.007645,4.450404,4.46239,0.433559,9.194033,25.176479420988965,12.65569500408266,3.891786435168071e-06,4.6505037616660685e-08,0.0,EB,2.4392286812131694 VEGAMAG,0.005,0.1,2.534530480956796 VEGAMAG
1.34,0.925,3.02,5.446916,5.107715,4.586506,4.425872,0.3355761,9.187361,10.403991770513525,16.801962071351305,4.3375850161250335e-06,4.997674879921815e-08,0.0,EB,3.858340776834365 VEGAMAG,0.005,0.1,4.31372591952956 VEGAMAG
1.34,0.975,3.02,5.446992,5.211226,3.92497,3.557564,0.4769309,9.21812,252.96474560171416,1032.098150964803,2.438658569031913e-06,3.858380020039393e-06,0.0,EB,0.34672177834800477 VEGAMAG,0.005,0.1,-0.1457743139819323 VEGAMAG
1.34,0.775,3.04,5.445405,4.803778,4.655365,4.49622,0.3145565,9.150893,8.017219977721075,8.56450959003895,4.394444663062787e-06,2.5384113444015045e-08,0.0,EB,4.190691149590408 VEGAMAG,0.005,0.1,8.5532804058926 VEGAMAG
1.34,0.825,3.04,5.446844,4.903733,4.819604,4.487052,0.2186393,9.131743,3.9208091227387034,10.02335241137245,4.679602884502289e-06,3.640784721569583e-08,0.0,EB,6.970718285278434 VEGAMAG,0.005,0.1,17.673379364051975 VEGAMAG
1.34,0.875,3.04,5.444401,5.00749,4.329069,4.462307,0.4694163,9.202088,52.28534764665952,12.658288802351768,3.519086969729671e-06,4.644757022284136e-08,0.0,EB,1.354138935040029 VEGAMAG,0.005,0.1,1.3790581361328202 VEGAMAG
1.34,0.925,3.04,5.446555,5.107567,4.494105,4.425757,0.375028,9.202114,17.84653877885695,16.807959773426415,4.094152355429948e-06,4.989200991744845e-08,0.0,EB,3.0197460831875977 VEGAMAG,0.005,0.1,3.135183793335984 VEGAMAG
1.34,0.975,3.04,5.445908,5.279034,3.888576,4.222895,0.4915929,9.226375,293.3553412396022,52.11755099360239,2.781012878316339e-06,9.457906144914812e-07,0.0,EB,0.33689826350979946 VEGAMAG,0.005,0.1,-0.23772577675411855 VEGAMAG
1.34,0.775,3.06,5.445108,4.803568,4.542222,4.496162,0.3628527,9.167989,12.935225375458096,8.564726518419386,4.213238072607699e-06,2.535344621626084e-08,0.0,EB,3.542151051981506 VEGAMAG,0.005,0.1,3.7265555545112883 VEGAMAG
1.34,0.825,3.06,5.44714,4.903556,4.74057,4.486988,0.264212,9.153906,5.558699538770946,10.024252557040684,4.5051266027555415e-06,3.6367546265367474e-08,0.0,EB,4.946348690366689 VEGAMAG,0.005,0.1,17.12262442115964 VEGAMAG
1.34,0.875,3.06,5.444335,5.007344,4.252361,4.462227,0.4758575,9.20578,76.23071619006124,12.660824826835338,3.4784839193299126e-06,4.639359212312386e-08,0.0,EB,0.8898279185042468 VEGAMAG,0.005,0.1,0.8562274063019959 VEGAMAG
1.34,0.925,3.06,5.446905,5.107432,4.473271,4.425623,0.3926416,9.210024,21.61354476965826,16.815701907505435,3.9710101762172125e-06,4.980099272470898e-08,0.0,EB,2.6825449394827006 VEGAMAG,0.005,0.1,2.788679841542029 VEGAMAG
1.34,0.975,3.06,5.444938,5.280316,3.881748,4.246619,0.5097648,9.232296,303.4645743614361,46.80260216879325,2.852292106155094e-06,1.0062803681949376e-06,0.0,EB,0.32436072906966373 VEGAMAG,0.005,0.1,-0.2665972064067934 VEGAMAG
1.34,0.775,3.08,5.44509,4.803386,4.505562,4.496105,0.3813534,9.175843,16.443982275692516,8.565180113697318,4.1230822643895e-06,2.5326198124686017e-08,0.0,EB,3.154821203152424 VEGAMAG,0.005,0.1,3.275186402693401 VEGAMAG
1.34,0.825,3.08,5.447437,4.903371,4.683588,4.486919,0.2921611,9.173343,7.118826361600292,10.025337455386078,4.427076228195472e-06,3.632494789394727e-08,0.0,EB,4.363808872328888 VEGAMAG,0.005,0.1,16.71526529006478 VEGAMAG
1.34,0.875,3.08,5.444213,5.007171,4.217054,4.462119,0.4729396,9.212046,77.75744824992474,12.66461523555651,3.466139200194001e-06,4.6324101018069497e-08,0.0,EB,1.0219473517170252 VEGAMAG,0.005,0.1,0.9568343300634463 VEGAMAG
1.34,0.925,3.08,5.447134,5.107275,4.368906,4.425486,0.4281986,9.222616,43.32843471743523,16.823331395932385,3.506662749793877e-06,4.970510550772669e-08,0.0,EB,1.5903316705978476 VEGAMAG,0.005,0.1,1.6410198734203618 VEGAMAG
1.34,0.975,3.08,5.448528,5.203378,3.871409,3.559221,0.5549229,9.23935,318.54075127136167,1015.0185984196596,2.9877207271815608e-06,3.7127012136674735e-06,0.0,EB,0.31308325218686317 VEGAMAG,0.005,0.1,-0.3031866387281834 VEGAMAG
1.34,0.725,3.1,5.438808,4.697304,5.061718,4.499881,0.0174586,9.062409,1.3026453694036877,7.449799765344126,6.896885245534543e-06,1.6489329635368736e-08,0.0,EB,18.78107431436807 VEGAMAG,0.005,0.1,20.103848577929504 VEGAMAG
1.34,0.775,3.1,5.444151,4.803179,4.461182,4.496044,0.4288894,9.188696,22.833474406300464,8.565519339778744,3.950681329845002e-06,2.5296183325421782e-08,0.0,EB,2.609625127145385 VEGAMAG,0.005,0.1,2.7101171756938225 VEGAMAG
1.34,0.825,3.1,5.446819,4.903188,4.524747,4.486839,0.3494688,9.193948,14.708825645998465,10.026907303378197,4.125836370664109e-06,3.6280812131039086e-08,0.0,EB,3.326434204691954 VEGAMAG,0.005,0.1,3.460889762882775 VEGAMAG
1.34,0.875,3.1,5.44653,5.006994,4.17758,4.462038,0.4734367,9.218508,74.04248738080472,12.666744193338626,3.4445936766196782e-06,4.6265046180016656e-08,0.0,EB,1.3344826766052975 VEGAMAG,0.005,0.1,1.2301757679395031 VEGAMAG
1.34,0.925,3.1,5.446323,5.107131,4.119428,4.425346,0.461815,9.232467,113.9284004641637,16.83139065335349,3.3205039408057317e-06,4.961134485855936e-08,0.0,EB,0.7252256871523088 VEGAMAG,0.005,0.1,0.5544984376156303 VEGAMAG
1.34,0.975,3.1,5.445372,5.206409,3.869467,3.558466,0.6136099,9.249553,322.3480148547891,1022.1696927186864,3.0296607460622583e-06,3.770274753829561e-06,0.0,EB,0.3051582073799275 VEGAMAG,0.005,0.1,-0.3159448032880996 VEGAMAG
1.34,0.725,3.12,5.444126,4.697079,4.985095,4.499821,0.117996,9.08912,1.85386412375728,7.449921558304666,5.6663709202265695e-06,1.6468536246482317e-08,0.0,EB,18.223477734206707 VEGAMAG,0.005,0.1,19.327719874178236 VEGAMAG
1.34,0.775,3.12,5.444545,4.80297,4.432504,4.495978,0.4491749,9.19418,28.46931383866216,8.566061734972592,3.8107196549866288e-06,2.5266262275203552e-08,0.0,EB,2.2425749826169827 VEGAMAG,0.005,0.1,2.328930791027158 VEGAMAG
1.34,0.825,3.12,5.446808,4.902977,4.481879,4.486759,0.3763114,9.205249,19.87581748194337,10.028154122484503,3.986878493086953e-06,3.623289204240011e-08,0.0,EB,2.831877202872859 VEGAMAG,0.005,0.1,2.9419183558114548 VEGAMAG
1.34,0.875,3.12,5.446333,5.006809,4.127221,4.461928,0.4838841,9.224041,100.78711178932932,12.670478024362884,3.340319431833836e-06,4.619436483416459e-08,0.0,EB,0.9458989815000352 VEGAMAG,0.005,0.1,0.7847264436288326 VEGAMAG
1.34,0.925,3.12,5.445797,5.10697,3.926089,4.425145,0.5026193,9.241545,237.80665272831,16.843797050425867,2.321704803951656e-06,4.9485048471439174e-08,0.0,EB,0.47165891492383816 VEGAMAG,0.005,0.1,-0.018439300167074624 VEGAMAG
1.34,0.975,3.12,5.445852,5.208896,3.869049,3.557941,0.6055854,9.256308,323.0494455523136,1027.519328338537,3.03653296330788e-06,3.816304329198662e-06,0.0,EB,0.30429488421842343 VEGAMAG,0.005,0.1,-0.3178518496272775 VEGAMAG
1.34,0.625,3.14,5.440902,4.470517,5.017292,4.493503,0.08875475,9.050039,1.598761200315369,5.908942991515094,6.0438127427475535e-06,5.966738434793365e-09,0.0,EB,18.463395811704988 VEGAMAG,0.005,0.1,19.679241057162763 VEGAMAG
1.34,0.725,3.14,5.445795,4.696874,4.899796,4.49979,0.1681442,9.11099,2.730721438985753,7.449204552336488,4.9872828545692285e-06,1.6451329468252084e-08,0.0,EB,16.66042343993428 VEGAMAG,0.005,0.1,18.576104035630635 VEGAMAG
1.34,0.775,3.14,5.444087,4.802751,4.358323,4.495921,0.4649165,9.199995,52.32641725666583,8.566150493819691,3.5373334425528118e-06,2.523602796544139e-08,0.0,EB,1.2255069970597443 VEGAMAG,0.005,0.1,1.2696261995844282 VEGAMAG
1.34,0.825,3.14,5.447129,4.902789,4.401676,4.486689,0.4130762,9.217082,34.515566038416125,10.029239443086016,3.582481859898196e-06,3.619111805430383e-08,0.0,EB,1.9481956333950678 VEGAMAG,0.005,0.1,2.018043160011229 VEGAMAG
1.34,0.875,3.14,5.447912,5.006582,3.893117,4.461805,0.4954809,9.233304,287.0225377527289,12.67432969037753,2.7292857016529696e-06,4.6113278478401006e-08,0.0,EB,0.3441526048997612 VEGAMAG,0.005,0.1,-0.21977430382999819 VEGAMAG
1.34,0.925,3.14,5.443524,5.106703,3.869303,4.424961,0.5755812,9.255001,324.2888375942706,16.85291382163951,3.0271155568961874e-06,4.9347823188141336e-08,0.0,EB,0.2936360383411518 VEGAMAG,0.005,0.1,-0.3278764044603144 VEGAMAG
1.34,0.975,3.14,5.451613,5.208492,3.868615,3.558508,0.6005531,9.260134,323.0821765591916,1024.346764465991,3.039372992068338e-06,3.8015263052404176e-06,0.0,LB,0.30808241768484734 VEGAMAG,0.005,0.1,-0.31514904322486714 VEGAMAG
1.34,0.675,3.16,5.442119,4.584321,5.027839,4.499049,0.0782258,9.071331,1.5263393473505278,6.566243743447405,6.229999330669347e-06,1.0089717344760054e-08,0.0,EB,18.530269656823716 VEGAMAG,0.005,0.1,19.768290459724604 VEGAMAG
1.34,0.725,3.16,5.446847,4.696589,4.806219,4.499726,0.2239073,9.137948,4.157845045332353,7.448978143736139,4.636091512718322e-06,1.6426612032675607e-08,0.0,EB,6.476499700125107 VEGAMAG,0.005,0.1,17.58405406293363 VEGAMAG
1.34,0.775,3.16,5.445222,4.802526,4.258067,4.49585,0.4731578,9.205591,72.92223988336166,8.566761968646384,3.460907563594406e-06,2.5203566432368195e-08,0.0,EB,0.9586280578843542 VEGAMAG,0.005,0.1,0.9298302548664172 VEGAMAG
1.34,0.825,3.16,5.445954,4.902531,4.112178,4.486604,0.451511,9.226552,116.5880396525541,10.030186308046837,3.278257020961231e-06,3.613591034097663e-08,0.0,LB,0.7179145477280358 VEGAMAG,0.005,0.1,0.5381051065239884 VEGAMAG
1.34,0.875,3.16,5.44914,5.006345,3.868519,4.461698,0.5696471,9.242719,323.3940312123503,12.677102447278466,3.022344739378885e-06,4.6035408366227896e-08,0.0,LB,0.306874397488095 VEGAMAG,0.005,0.1,-0.31659722630709597 VEGAMAG
1.34,0.925,3.16,5.442969,5.106536,3.869193,4.42475,0.5718057,9.261394,325.1516782998328,16.865996272148237,3.0388761452215965e-06,4.92167577146121e-08,0.0,LB,0.288880963280842 VEGAMAG,0.005,0.1,-0.33290613877030806 VEGAMAG
1.34,0.975,3.16,5.449839,5.201111,3.869439,3.559651,0.5874434,9.26089,321.19516562530464,1010.3666437883847,3.03744204318093e-06,3.672932947463836e-06,0.0,LB,0.31319645860662604 VEGAMAG,0.005,0.1,-0.307976441778548 VEGAMAG
1.34,0.675,3.18,5.445598,4.583944,4.889839,4.49897,0.1735951,9.108897,2.859963562400824,6.565776572616893,4.927628972084434e-06,1.0069200761892861e-08,0.0,EB,16.465703684616997 VEGAMAG,0.005,0.1,18.49773022631251 VEGAMAG
1.34,0.725,3.18,5.447217,4.696227,4.707754,4.499645,0.2797095,9.166966,6.408751026350815,7.448650549534679,4.462754535132247e-06,1.6395474875026137e-08,0.0,EB,4.55339882757586 VEGAMAG,0.005,0.1,16.887507304026272 VEGAMAG
1.34,0.775,3.18,5.444882,4.802233,4.211562,4.495759,0.471397,9.212064,71.01171477150943,8.567454368640133,3.4504600226897257e-06,2.5161527348252996e-08,0.0,EB,1.2470182798476848 VEGAMAG,0.005,0.1,1.1767128626738643 VEGAMAG
1.34,0.825,3.18,5.446439,4.902257,3.922635,4.4865,0.4838575,9.238494,243.38062385960976,10.031803113365552,2.377256261673842e-06,3.6075054842917745e-08,0.0,LB,0.44994308322315435 VEGAMAG,0.005,0.1,-0.04758045552518242 VEGAMAG
1.34,0.875,3.18,5.444829,5.006171,3.86803,4.461589,0.568445,9.247553,324.070127505282,12.680956127034392,3.028921374819491e-06,4.597005252797868e-08,0.0,LB,0.30685984789328824 VEGAMAG,0.005,0.1,-0.31783579940694917 VEGAMAG
1.34,0.925,3.18,5.443347,5.106255,3.869057,4.424524,0.568833,9.266306,325.69718126908595,16.878156131051743,3.0307910772371912e-06,4.905959966893878e-08,0.0,LB,0.2864960462612909 VEGAMAG,0.005,0.1,-0.33563070429787345 VEGAMAG
1.34,0.975,3.18,5.44951,5.202247,3.870658,3.559192,0.5730805,9.262024,319.31255880017625,1013.7363045616572,2.942767831768492e-06,3.696545021598638e-06,0.0,LB,0.31473239810884346 VEGAMAG,0.005,0.1,-0.3034034236115457 VEGAMAG
1.34,0.675,3.2,5.446678,4.583588,4.796764,4.498898,0.2286622,9.137563,4.342149778807963,6.565277689015463,4.618617534308028e-06,1.0050114276444498e-08,0.0,EB,6.179251841456819 VEGAMAG,0.005,0.1,17.516695409811952 VEGAMAG
1.34,0.725,3.2,5.447387,4.695919,4.634034,4.499572,0.3176063,9.181824,8.703559447389116,7.448499620928677,4.380271197639154e-06,1.6368768250877916e-08,0.0,LB,4.0831608101279695 VEGAMAG,0.005,0.1,5.5365071211626145 VEGAMAG
1.34,0.775,3.2,5.444416,4.801831,4.134036,4.495643,0.4817629,9.220006,99.84354672960896,8.568034370677616,3.3375055763622757e-06,2.5105333793108152e-08,0.0,LB,0.9270187131608676 VEGAMAG,0.005,0.1,0.7740292040005425 VEGAMAG
1.34,0.825,3.2,5.448768,4.901755,3.871633,4.486304,0.5852791,9.259536,319.7282421863096,10.035037505902682,2.986496430438818e-06,3.596234474615649e-08,0.0,LB,0.30294582588128893 VEGAMAG,0.005,0.1,-0.3127681063772081 VEGAMAG
1.34,0.875,3.2,5.444126,5.005886,3.867958,4.461462,0.562536,9.25245,324.5966250538183,12.684197628099705,3.0346317685864345e-06,4.587868907543846e-08,0.0,LB,0.30400083163979685 VEGAMAG,0.005,0.1,-0.3208752009948923 VEGAMAG
1.34,0.925,3.2,5.444866,5.106046,3.870825,4.424251,0.5591011,9.266243,322.2315052193153,16.89526468815822,2.9992453900554456e-06,4.889607514530661e-08,0.0,LB,0.2934361567938737 VEGAMAG,0.005,0.1,-0.32428434187939503 VEGAMAG
1.34,0.975,3.2,5.445798,5.202004,3.871756,3.559395,0.5656134,9.259756,320.4785743549027,1012.5978478191456,3.0147964832708997e-06,3.68990342825006e-06,0.0,LB,0.29672645680297816 VEGAMAG,0.005,0.1,-0.3186823198460287 VEGAMAG
1.34,0.675,3.22,5.446841,4.583273,4.731107,4.498838,0.2682314,9.155809,5.787701175634442,6.564710821844262,4.493792343938018e-06,1.0034020870181314e-08,0.0,LB,4.812925906712872 VEGAMAG,0.005,0.1,17.057133361232097 VEGAMAG
1.34,0.725,3.22,5.447,4.695547,4.497589,4.499486,0.3712404,9.205093,17.144309568480423,7.448274948782265,4.110484359097738e-06,1.6336649822242023e-08,0.0,LB,3.0938996156393364 VEGAMAG,0.005,0.1,3.210845615720462 VEGAMAG
1.34,0.775,3.22,5.447819,4.801462,3.88449,4.495547,0.5109395,9.231036,298.7762004353943,8.568192201157029,2.823481847817977e-06,2.5055553433932096e-08,0.0,LB,0.3335617915604461 VEGAMAG,0.005,0.1,-0.2508004640551631 VEGAMAG
1.34,0.825,3.22,5.446151,4.901503,3.871467,4.486197,0.580902,9.265141,319.9550726676154,10.037117308895974,2.99148617422151e-06,3.5905501748716206e-08,0.0,LB,0.3029304566345048 VEGAMAG,0.005,0.1,-0.31319546928407327 VEGAMAG
1.34,0.875,3.22,5.445283,5.005448,3.868792,4.461209,0.5559507,9.256867,323.13871974594656,12.692582647916495,3.0297793412617854e-06,4.571723961264703e-08,0.0,LB,0.3060675635225696 VEGAMAG,0.005,0.1,-0.3167213351908127 VEGAMAG
1.34,0.925,3.22,5.446778,5.105888,3.871695,4.424152,0.5535476,9.265928,320.3996256577489,16.899894753834868,2.991871935574285e-06,4.882171149668461e-08,0.0,LB,0.29782151422077296 VEGAMAG,0.005,0.1,-0.31773858214802386 VEGAMAG
1.34,0.975,3.22,5.450404,5.195848,3.87197,3.56121,0.5547819,9.26618,318.3281167888034,997.1006514506364,3.011050227055429e-06,3.5732384616169894e-06,0.0,LB,0.3093822499479937 VEGAMAG,0.005,0.1,-0.30549589613589445 VEGAMAG
1.34,0.675,3.24,5.446915,4.582865,4.631219,4.498756,0.3199108,9.177627,8.812288361882706,6.5640971488350095,4.374374890639333e-06,1.001260307566799e-08,0.0,LB,4.065682106049211 VEGAMAG,0.005,0.1,5.404743200783745 VEGAMAG
1.34,0.725,3.24,5.446147,4.695105,4.353065,4.499383,0.4316456,9.222142,50.68693143286141,7.448007409112247,3.495014645886718e-06,1.6298138347033583e-08,0.0,LB,1.3171408374980131 VEGAMAG,0.005,0.1,1.3579237898968577 VEGAMAG
1.34,0.775,3.24,5.446705,4.800985,3.869037,4.495419,0.5615928,9.244766,322.8679974122782,8.568565087212685,3.01826939477626e-06,2.4991078575777035e-08,0.0,LB,0.30562564312960117 VEGAMAG,0.005,0.1,-0.3165510660478188 VEGAMAG
1.34,0.825,3.24,5.444307,4.901017,3.870907,4.486019,0.5791994,9.270054,320.9896283987433,10.0396829929125,2.988560141785708e-06,3.579801947735082e-08,0.0,LB,0.3010670894108869 VEGAMAG,0.005,0.1,-0.31644961718078735 VEGAMAG
1.34,0.875,3.24,5.450001,5.005006,3.870906,4.460951,0.5465072,9.257481,320.2631714537331,12.701236419108714,3.009975772901656e-06,4.555258214922196e-08,0.0,LB,0.3059962847269282 VEGAMAG,0.005,0.1,-0.3115229070743908 VEGAMAG
1.34,0.925,3.24,5.447582,5.105538,3.874078,4.423846,0.5500984,9.264165,316.1141963663109,16.916908488047024,2.956664180993326e-06,4.8615751114533386e-08,0.0,LB,0.3052342826996668 VEGAMAG,0.005,0.1,-0.3044337392111296 VEGAMAG
1.34,0.975,3.24,5.4503,5.20379,3.764917,3.558707,0.9339068,9.277564,525.618932647872,1017.9583286569638,4.597852130457195e-06,3.7267992550005023e-06,0.0,LB,0.3181419107873795 VEGAMAG,0.005,0.1,-0.6031367806814947 VEGAMAG
1.34,0.675,3.26,5.446676,4.582377,4.49901,4.498649,0.3758314,9.198408,16.98478289700643,6.563643732728312,4.1187648711690775e-06,9.986538945344321e-09,0.0,LB,3.1089017849870815 VEGAMAG,0.005,0.1,3.2264591610963222 VEGAMAG
