log10(M_1i)(Msun),q_i(M_2i/M_1i),log10(P_i)(days),logL_1,logL_2,logT_1,logT_2,M_env_1,He_core_1,R_1(Rsun),R_2(Rsun),Mdot_w_1,Mdot_w_2,Mdot_rlo_2,case,"wfpc2,2,f450w,a2d7,cont#50180",Z,eps,"wfpc2,2,f606w,a2d7,cont#50180","wfpc2,2,f814w,a2d7,cont#50180"
1.24,0.575,2.7,5.231133,4.039343,4.896375,4.444047,0.08742367,6.63079,2.218652574126686,4.516851369505036,3.0243496553914552e-06,6.465021894434281e-10,0.0,EB,7.506892821094806 VEGAMAG,0.005,0.1,16.531582540854753 VEGAMAG,18.453218197031358 VEGAMAG
1.24,0.625,2.7,5.232052,4.16554,4.887615,4.454867,0.09253734,6.640769,2.3172249714323288,4.969279218786772,2.9706124714027824e-06,1.231487477409364e-09,0.0,EB,7.134607166272434 VEGAMAG,0.005,0.1,16.4741227364385 VEGAMAG,18.380691597801583 VEGAMAG
1.24,0.675,2.7,5.232975,4.285177,4.879614,4.463212,0.0977132,6.647299,2.401158894227841,5.488104850571317,2.926570563548977e-06,2.221749033936929e-09,0.0,EB,6.864829647222178 VEGAMAG,0.005,0.1,16.43111866367346 VEGAMAG,18.327477476185326 VEGAMAG
1.24,0.725,2.7,5.233723,4.401296,4.870415,4.468026,0.1024973,6.654555,2.5094225713703784,6.13554435427074,2.876815433788364e-06,3.828441365120558e-09,0.0,EB,6.5918897636689895 VEGAMAG,0.005,0.1,16.37592005997466 VEGAMAG,18.26010528375839 VEGAMAG
1.24,0.775,2.7,5.233999,4.51641,4.868232,4.467901,0.1044368,6.657665,2.5378841884341865,7.00903453742315,2.8684217043665072e-06,6.313381015593331e-09,0.0,EB,6.5292354816911 VEGAMAG,0.005,0.1,16.36103291580902 VEGAMAG,18.242747892316903 VEGAMAG
1.24,0.825,2.7,5.235243,4.626745,4.854911,4.462605,0.1120381,6.66575,2.702119179040952,8.154859819493527,2.8060344589991463e-06,9.750300484937252e-09,0.0,EB,6.1941565944265555 VEGAMAG,0.005,0.1,16.19741052682836 VEGAMAG,17.87805674806834 VEGAMAG
1.24,0.875,2.7,5.235146,4.73786,4.856728,4.446882,0.1099474,6.667512,2.6743792870138603,9.963604956149362,2.819207226730777e-06,1.3708186361801068e-08,0.0,EB,6.239600375602454 VEGAMAG,0.005,0.1,16.216198245437724 VEGAMAG,17.93092701390888 VEGAMAG
1.24,0.925,2.7,5.235868,4.851109,4.84564,4.414488,0.1165282,6.672591,2.8129240097760424,13.177286850389413,2.773288175807981e-06,1.603754913671243e-08,0.0,EB,6.001708879833237 VEGAMAG,0.005,0.1,16.14991274038716 VEGAMAG,17.808522481520942 VEGAMAG
1.24,0.425,2.72,5.229599,3.608792,4.91188,4.396318,0.07614497,6.617976,2.064120751417897,3.4278207230526205,3.1338052226812704e-06,6.113360407874214e-11,0.0,EB,8.409741163981902 VEGAMAG,0.005,0.1,16.62539890741506 VEGAMAG,18.56864554619076 VEGAMAG
1.24,0.475,2.72,5.229853,3.761573,4.904581,4.415062,0.08045218,6.624123,2.127000539212297,3.749041086769756,3.0844021700252057e-06,1.4550402260650655e-10,0.0,EB,7.939322194447016 VEGAMAG,0.005,0.1,16.58970625221036 VEGAMAG,18.523911649184036 VEGAMAG
1.24,0.525,2.72,5.230628,3.90515,4.900345,4.430765,0.08359275,6.629801,2.180987115860664,4.114366734811182,3.04847052304066e-06,3.183075940782448e-10,0.0,EB,7.697023706660345 VEGAMAG,0.005,0.1,16.55229019624222 VEGAMAG,18.479446231115993 VEGAMAG
1.24,0.575,2.72,5.231428,4.039312,4.895349,4.444038,0.08703753,6.633393,2.2303391099941394,4.5168784107160205,3.01690753697258e-06,6.463637620191386e-10,0.0,EB,7.458924413788405 VEGAMAG,0.005,0.1,16.524469006375448 VEGAMAG,18.443919020428893 VEGAMAG
1.24,0.625,2.72,5.232333,4.165501,4.885761,4.454855,0.0936816,6.642738,2.336344064252976,4.969330708900668,2.961010858367143e-06,1.2311472518505064e-09,0.0,EB,7.067456912517194 VEGAMAG,0.005,0.1,16.46407463730371 VEGAMAG,18.368021494524065 VEGAMAG
1.24,0.675,2.72,5.233305,4.285148,4.876567,4.463197,0.09995502,6.649372,2.4323647446219256,5.488294406271075,2.912668104214134e-06,2.2212119434144994e-09,0.0,EB,6.774501758637546 VEGAMAG,0.005,0.1,16.416369378923864 VEGAMAG,18.308414946300523 VEGAMAG
1.24,0.725,2.72,5.233803,4.40128,4.867793,4.468024,0.1051508,6.654555,2.528729645342997,6.135483605835719,2.869690103454069e-06,3.8282474331682285e-09,0.0,EB,6.529558293393565 VEGAMAG,0.005,0.1,16.370811581208194 VEGAMAG,18.25203769421406 VEGAMAG
1.24,0.775,2.72,5.234249,4.516366,4.866251,4.467888,0.1053837,6.659012,2.5598162989881854,7.009097479409685,2.8621671969438987e-06,6.311753070651892e-09,0.0,EB,6.4770085494414325 VEGAMAG,0.005,0.1,16.35123347136732 VEGAMAG,18.23036421748225 VEGAMAG
1.24,0.825,2.72,5.235215,4.626706,4.852839,4.46259,0.1129647,6.666994,2.719836514526105,8.155049472011234,2.7997290270350045e-06,9.74765163901317e-09,0.0,EB,6.155151157969165 VEGAMAG,0.005,0.1,16.19186988397189 VEGAMAG,17.861948881094985 VEGAMAG
1.24,0.875,2.72,5.235915,4.737794,4.84538,4.446876,0.115816,6.674457,2.8190150859284584,9.963132361163971,2.766202694346806e-06,1.370367341485378e-08,0.0,EB,5.994151792682953 VEGAMAG,0.005,0.1,16.14636976559545 VEGAMAG,17.804600131466337 VEGAMAG
1.24,0.925,2.72,5.237305,4.851048,4.829609,4.414462,0.1250628,6.684097,3.036746922236863,13.177984730827095,2.714219710554704e-06,1.6029021078155807e-08,0.0,EB,5.662917507086566 VEGAMAG,0.005,0.1,11.70862862522917 VEGAMAG,17.69071407742605 VEGAMAG
1.24,0.425,2.74,5.229559,3.608774,4.910487,4.396314,0.07762316,6.617976,2.0755691166351777,3.427813619495972,3.12543160850712e-06,6.112515874261283e-11,0.0,EB,8.310834586821338 VEGAMAG,0.005,0.1,16.61895999404145 VEGAMAG,18.56032365477889 VEGAMAG
1.24,0.475,2.74,5.230292,3.761531,4.904052,4.415052,0.08164996,6.624644,2.1387415170584565,3.749035907281662,3.07766255048804e-06,1.454621492086843e-10,0.0,EB,7.902287185233755 VEGAMAG,0.005,0.1,16.57988935281379 VEGAMAG,18.513368966582973 VEGAMAG
1.24,0.525,2.74,5.231136,3.905119,4.899471,4.430755,0.08535133,6.629853,2.185722384483178,4.114408419212188,3.049060206540028e-06,3.1822991294456674e-10,0.0,EB,7.656946495542063 VEGAMAG,0.005,0.1,16.551207910072133 VEGAMAG,18.476869407594315 VEGAMAG
1.24,0.575,2.74,5.231482,4.039284,4.893672,4.444031,0.08781137,6.634592,2.245547261563289,4.516873210470566,3.0098926053465245e-06,6.462372682553432e-10,0.0,EB,7.386784881816272 VEGAMAG,0.005,0.1,16.51659530922787 VEGAMAG,18.43201740728655 VEGAMAG
1.24,0.625,2.74,5.232735,4.165467,4.883685,4.454848,0.0950716,6.644501,2.361339869918113,4.969310112791087,2.9483497450978803e-06,1.230875139080925e-09,0.0,EB,6.992759217216021 VEGAMAG,0.005,0.1,16.449827684075302 VEGAMAG,18.351401780477424 VEGAMAG
1.24,0.675,2.74,5.233276,4.28511,4.872806,4.463184,0.1009621,6.652897,2.466466947689688,5.488370230384163,2.8995793622424048e-06,2.220639189966185e-09,0.0,EB,6.67264749257789 VEGAMAG,0.005,0.1,16.40276504287473 VEGAMAG,18.28996786135441 VEGAMAG
1.24,0.725,2.74,5.234118,4.401237,4.863987,4.46801,0.1057323,6.659738,2.5809494582277184,6.135579673404815,2.848577240173869e-06,3.8271457335391615e-09,0.0,EB,6.422229941934652 VEGAMAG,0.005,0.1,16.342382439187425 VEGAMAG,18.21986081218608 VEGAMAG
1.24,0.775,2.74,5.234533,4.516314,4.863367,4.467871,0.1076078,6.660878,2.59410589133888,7.009229820814709,2.8433413439612097e-06,6.309646086868886e-09,0.0,EB,6.4013766540595824 VEGAMAG,0.005,0.1,16.332185456449512 VEGAMAG,18.209634383494958 VEGAMAG
1.24,0.825,2.74,5.235545,4.626668,4.850555,4.462583,0.1139833,6.669067,2.755017107610108,8.154985628096965,2.7888746839585883e-06,9.745631816545012e-09,0.0,EB,6.101201455231575 VEGAMAG,0.005,0.1,16.17379508725245 VEGAMAG,17.840712107161014 VEGAMAG
1.24,0.875,2.74,5.237451,4.737714,4.827494,4.446852,0.1244382,6.68731,3.0653812738044586,9.963325067092054,2.7067677910971943e-06,1.3696197186808025e-08,0.0,EB,5.622860563714427 VEGAMAG,0.005,0.1,10.978484006817524 VEGAMAG,17.676862029139993 VEGAMAG
1.24,0.925,2.74,5.237257,4.851029,4.826859,4.414458,0.1252921,6.686896,3.072233355377301,13.177954387430828,2.705490417151262e-06,1.6027323391556414e-08,0.0,EB,5.612309575341888 VEGAMAG,0.005,0.1,10.78625029302197 VEGAMAG,17.67404711679484 VEGAMAG
1.24,0.975,2.74,5.239474,5.062576,4.802507,4.248503,0.1381441,6.702919,3.436461636857224,36.10879536031933,2.6265943153532977e-06,4.394080409180225e-07,0.0,EB,5.173535551184365 VEGAMAG,0.005,0.1,7.727564447172069 VEGAMAG,17.5057226451774 VEGAMAG
1.24,0.475,2.76,5.230212,3.761497,4.902936,4.415044,0.08185775,6.625894,2.146935513838656,3.7490341807872207,3.071086154049208e-06,1.4542765458476084e-10,0.0,EB,7.842646918179199 VEGAMAG,0.005,0.1,16.576030105735615 VEGAMAG,18.507802579304204 VEGAMAG
1.24,0.525,2.76,5.23113,3.905072,4.897922,4.430743,0.08615437,6.631936,2.2086220313130767,4.114415998239562,3.032843496241809e-06,3.181244142264252e-10,0.0,EB,7.574064960573825 VEGAMAG,0.005,0.1,16.534924771234735 VEGAMAG,18.458433949835694 VEGAMAG
1.24,0.575,2.76,5.231326,4.039259,4.892546,4.444024,0.08973812,6.634565,2.2648148293471686,4.5168867311212,2.9977816715823813e-06,6.461271644297456e-10,0.0,EB,7.331312982563814 VEGAMAG,0.005,0.1,16.50283684965087 VEGAMAG,18.416187488879036 VEGAMAG
1.24,0.625,2.76,5.232879,4.16541,4.880189,4.454833,0.09718628,6.647092,2.3980100561625197,4.9693192666070285,2.929800170894132e-06,1.2304047526564143e-09,0.0,EB,6.8799722939458 VEGAMAG,0.005,0.1,16.43139329954632 VEGAMAG,18.3286443743535 VEGAMAG
1.24,0.675,2.76,5.23342,4.285041,4.868244,4.463167,0.1035822,6.656628,2.5255995994104685,5.488370230384163,2.8736309995312627e-06,2.219647448613889e-09,0.0,EB,6.539978355798112 VEGAMAG,0.005,0.1,16.3715169797724 VEGAMAG,18.25324469490969 VEGAMAG
1.24,0.725,2.76,5.234635,4.401205,4.862178,4.468002,0.1092318,6.659116,2.6094651432180465,6.1355570691355865,2.837409379305935e-06,3.82652892023975e-09,0.0,EB,6.370136788343261 VEGAMAG,0.005,0.1,16.316001717766262 VEGAMAG,18.188602176576126 VEGAMAG
1.24,0.775,2.76,5.234854,4.516268,4.859847,4.46786,0.109789,6.662433,2.636787917726152,7.009229820814709,2.825445925408022e-06,6.308019105002273e-09,0.0,EB,6.313008035631206 VEGAMAG,0.005,0.1,16.268429656552456 VEGAMAG,18.093860258423113 VEGAMAG
1.24,0.825,2.76,5.237525,4.626558,4.827769,4.462546,0.1246581,6.686481,3.064667762603412,8.155321753139129,2.708476052226079e-06,9.73827422723072e-09,0.0,EB,5.6258640284906525 VEGAMAG,0.005,0.1,11.063301355785956 VEGAMAG,17.67647478520567 VEGAMAG
1.24,0.875,2.76,5.237915,4.737696,4.822697,4.446849,0.1278682,6.689176,3.1239667297999354,9.963226419544176,2.694970403047274e-06,1.3694935778520013e-08,0.0,EB,5.540553471527704 VEGAMAG,0.005,0.1,9.732730908696722 VEGAMAG,17.65079772992985 VEGAMAG
1.24,0.925,2.76,5.238344,4.850977,4.814265,4.414436,0.1313214,6.695589,3.257661085506952,13.178439890155325,2.6684741495733194e-06,1.602042377749527e-08,0.0,EB,5.382478115652052 VEGAMAG,0.005,0.1,8.570296012744002 VEGAMAG,17.586354562932055 VEGAMAG
1.24,0.975,2.76,5.240035,5.062617,4.792048,4.250065,0.1410769,6.711298,3.605782278903772,35.85155523162602,2.6006026454729496e-06,4.411344754530567e-07,0.0,EB,5.013859885406883 VEGAMAG,0.005,0.1,7.2033811897770805 VEGAMAG,17.432347014010553 VEGAMAG
1.24,0.475,2.78,5.230594,3.761464,4.902909,4.415035,0.08314219,6.626102,2.1565150829237094,3.749040223521244,3.064848418380456e-06,1.4539115947385463e-10,0.0,EB,7.831763382903578 VEGAMAG,0.005,0.1,16.566468409441075 VEGAMAG,18.498196917035386 VEGAMAG
1.24,0.525,2.78,5.231086,3.905035,4.895624,4.430735,0.08816277,6.632457,2.2277923074662715,4.114385682213831,3.020501112338081e-06,3.1804897479363026e-10,0.0,EB,7.471094562576188 VEGAMAG,0.005,0.1,16.525808200167752 VEGAMAG,18.44593728615842 VEGAMAG
1.24,0.575,2.78,5.231913,4.039199,4.889715,4.444009,0.09194304,6.636825,2.287163438596354,4.5168919313822204,2.9843379389216194e-06,6.458653712310763e-10,0.0,EB,7.222700409643967 VEGAMAG,0.005,0.1,16.49351466423306 VEGAMAG,18.402748725751188 VEGAMAG
1.24,0.625,2.78,5.232932,4.165389,4.879197,4.454826,0.09827385,6.647507,2.4090416023245798,4.969351305095612,2.92488637890449e-06,1.2302432758897615e-09,0.0,EB,6.848911729826379 VEGAMAG,0.005,0.1,16.42585122966002 VEGAMAG,18.321555267252098 VEGAMAG
1.24,0.675,2.78,5.234297,4.284992,4.865965,4.463153,0.1064596,6.657872,2.56305956960427,5.488408142833539,2.8589463130420874e-06,2.21892181559739e-09,0.0,EB,6.46950664444981 VEGAMAG,0.005,0.1,16.349761273509284 VEGAMAG,18.228521216824074 VEGAMAG
1.24,0.725,2.78,5.234603,4.401157,4.860551,4.467989,0.1092655,6.661189,2.6293621081137912,6.135599452208706,2.830798781540017e-06,3.8255069913442016e-09,0.0,EB,6.3293231294000645 VEGAMAG,0.005,0.1,16.283369708517213 VEGAMAG,18.129807553830176 VEGAMAG
1.24,0.775,2.78,5.234883,4.516234,4.856749,4.467848,0.1112322,6.664506,2.667845038330744,7.00934441112289,2.8135523486419955e-06,6.306653926178087e-09,0.0,EB,6.245186178180039 VEGAMAG,0.005,0.1,16.221516359946605 VEGAMAG,17.93682134770798 VEGAMAG
1.24,0.825,2.78,5.23822,4.626512,4.817802,4.462533,0.1300073,6.6927,3.206852611483147,8.155368699079993,2.679643380935856e-06,9.735471729928489e-09,0.0,EB,5.444426187348867 VEGAMAG,0.005,0.1,8.93920459965942 VEGAMAG,17.60966470994779 VEGAMAG
1.24,0.875,2.78,5.238477,4.737652,4.813264,4.446832,0.1325063,6.69581,3.2695523846123558,9.963536130242344,2.664833013445554e-06,1.3690490240761986e-08,0.0,EB,5.3667243925957635 VEGAMAG,0.005,0.1,8.482036495671604 VEGAMAG,17.58121561006782 VEGAMAG
1.24,0.925,2.78,5.239026,4.850913,4.798908,4.414411,0.1369927,6.705968,3.491920117013413,13.17898610210086,2.61757419150956e-06,1.6012052301219026e-08,0.0,EB,5.109598769021079 VEGAMAG,0.005,0.1,7.535008550362395 VEGAMAG,17.482122075756624 VEGAMAG
1.24,0.975,2.78,5.241482,5.062639,4.773942,4.252111,0.1495797,6.722856,3.920658358093548,35.51615968811939,2.559133842213417e-06,4.433574392077823e-07,0.0,EB,4.878060496073476 VEGAMAG,0.005,0.1,6.564149995768194 VEGAMAG,17.302492581837004 VEGAMAG
1.24,0.475,2.8,5.23094,3.761426,4.902615,4.415023,0.08252482,6.628394,2.1611011776473497,3.749079933158548,3.0633950058063616e-06,1.4534831452192358e-10,0.0,EB,7.813986095332983 VEGAMAG,0.005,0.1,16.56300686595975 VEGAMAG,18.494194429845024 VEGAMAG
1.24,0.525,2.8,5.231358,3.904995,4.895211,4.430725,0.08854375,6.633706,2.2371680070060656,4.114395155947877,3.0137484498354548e-06,3.1795964249258507e-10,0.0,EB,7.44745354692993 VEGAMAG,0.005,0.1,16.518402406881933 VEGAMAG,18.43751275466504 VEGAMAG
1.24,0.575,2.8,5.231887,4.039198,4.888153,4.444002,0.09179631,6.639212,2.3101814910127505,4.517021939853532,2.9718507853564776e-06,6.45841577109768e-10,0.0,EB,7.156122241493313 VEGAMAG,0.005,0.1,16.47841422308011 VEGAMAG,18.38580538001514 VEGAMAG
1.24,0.625,2.8,5.233201,4.165323,4.87542,4.454807,0.1001204,6.65142,2.4501659490291017,4.969410805693857,2.9054205234811564e-06,1.229662701260145e-09,0.0,EB,6.736293532274925 VEGAMAG,0.005,0.1,16.405662038520063 VEGAMAG,18.296096036327928 VEGAMAG
1.24,0.675,2.8,5.234413,4.284953,4.862299,4.463145,0.1077353,6.661189,2.6068557487484534,5.48837654910754,2.8417508593627027e-06,2.2184467056338843e-09,0.0,EB,6.374159267865485 VEGAMAG,0.005,0.1,16.31886058211657 VEGAMAG,18.192425149965842 VEGAMAG
1.24,0.725,2.8,5.23476,4.401118,4.858507,4.467977,0.1093575,6.663521,2.6474837309190624,6.135672916895659,2.824626309771279e-06,3.824564592016803e-09,0.0,EB,6.2853891367651205 VEGAMAG,0.005,0.1,16.245420765852316 VEGAMAG,18.0216536040091 VEGAMAG
1.24,0.775,2.8,5.235116,4.516207,4.854829,4.467842,0.1120968,6.665957,2.6903649725059235,7.009294378504404,2.806073226065633e-06,6.305811729192611e-09,0.0,EB,6.202613029475477 VEGAMAG,0.005,0.1,16.20718179939004 VEGAMAG,17.886995216621 VEGAMAG
1.24,0.825,2.8,5.238073,4.626502,4.815754,4.462531,0.1316799,6.693115,3.227182308045126,8.155353676349515,2.674699521450743e-06,9.73502340521003e-09,0.0,EB,5.4145761849350125 VEGAMAG,0.005,0.1,8.720101340410933 VEGAMAG,17.602191680744944 VEGAMAG
1.24,0.875,2.8,5.239256,4.737599,4.803759,4.446819,0.1369953,6.702526,3.4232743026424037,9.963490246568462,2.638863948841045e-06,1.3686046146077976e-08,0.0,EB,5.1921897310276135 VEGAMAG,0.005,0.1,7.795148637799178 VEGAMAG,17.510175950493696 VEGAMAG
1.24,0.925,2.8,5.239633,4.850887,4.792949,4.414393,0.1419588,6.707971,3.592270236580068,13.179744767360278,2.600692468657398e-06,1.6007518042449842e-08,0.0,EB,5.022350481938047 VEGAMAG,0.005,0.1,7.242508147298084 VEGAMAG,17.43817417848137 VEGAMAG
1.24,0.975,2.8,5.243049,5.062484,4.748016,4.248667,0.1601108,6.739142,4.4192604749421935,36.0777130491208,2.5034735079260827e-06,4.394869664089555e-07,0.0,EB,4.702297967471259 VEGAMAG,0.005,0.1,5.854520421399045 VEGAMAG,17.115821542242053 VEGAMAG
1.24,0.475,2.82,5.230762,3.761386,4.899993,4.415015,0.08446622,6.629124,2.184387084283377,3.749052309018507,3.047066973688093e-06,1.453081588464138e-10,0.0,EB,7.679272231930234 VEGAMAG,0.005,0.1,16.550368574372804 VEGAMAG,18.47692776234125 VEGAMAG
1.24,0.525,2.82,5.231695,3.904952,4.894076,4.430712,0.08810903,6.636151,2.2444482687479783,4.114423577280898,3.0121458718457548e-06,3.1786228422634363e-10,0.0,EB,7.401407553601215 VEGAMAG,0.005,0.1,16.516002187325892 VEGAMAG,18.432371833148473 VEGAMAG
1.24,0.575,2.82,5.232427,4.039127,4.88502,4.443983,0.09417472,6.641702,2.33873868843247,4.517046901908224,2.9582644870771026e-06,6.455249013680025e-10,0.0,EB,7.046393103475365 VEGAMAG,0.005,0.1,16.464926594406023 VEGAMAG,18.3681124753218 VEGAMAG
1.24,0.625,2.82,5.233549,4.165254,4.870661,4.454791,0.1030883,6.654141,2.4954834845985667,4.969384488033689,2.886775428253864e-06,1.2291107016084315e-09,0.0,EB,6.608365084728511 VEGAMAG,0.005,0.1,16.386918396155416 VEGAMAG,18.271423774603726 VEGAMAG
1.24,0.675,2.82,5.234402,4.284895,4.856633,4.463128,0.1101425,6.665335,2.6620162361961626,5.488430890428873,2.822253368084264e-06,2.2176295501984764e-09,0.0,EB,6.248425477268366 VEGAMAG,0.005,0.1,16.226246334294444 VEGAMAG,17.938420132369835 VEGAMAG
1.24,0.725,2.82,5.235313,4.401066,4.855445,4.467966,0.1122695,6.664195,2.685545408285763,6.135613579964805,2.815334484832976e-06,3.823428736999862e-09,0.0,EB,6.214155349244063 VEGAMAG,0.005,0.1,16.209049486809675 VEGAMAG,17.896536818107297 VEGAMAG
1.24,0.775,2.82,5.23621,4.516173,4.845332,4.467828,0.1165947,6.674457,2.822038926439952,7.009486441147029,2.76921069349342e-06,6.3042583160774995e-09,0.0,EB,5.991295687257676 VEGAMAG,0.005,0.1,16.144253845881266 VEGAMAG,17.802417549190448 VEGAMAG
1.24,0.825,2.82,5.239285,4.626444,4.802861,4.462514,0.1368307,6.702651,3.436011431140477,8.155440057427679,2.6267999539378346e-06,9.731392735802892e-09,0.0,EB,5.176748826008045 VEGAMAG,0.005,0.1,7.744316464794617 VEGAMAG,17.504907545083825 VEGAMAG
1.24,0.875,2.82,5.239858,4.737533,4.790094,4.446793,0.1416163,6.712314,3.634858424319914,9.963951387100352,2.59360001490345e-06,1.3679366959828782e-08,0.0,EB,4.997821662431988 VEGAMAG,0.005,0.1,7.123099816256978 VEGAMAG,17.4210302977233 VEGAMAG
1.24,0.925,2.82,5.239884,4.850823,4.773023,4.414346,0.1475841,6.722656,3.897118395717868,13.181565742175712,2.5614565893075114e-06,1.5995838106517508e-08,0.0,EB,4.89406443822692 VEGAMAG,0.005,0.1,6.556643693542278 VEGAMAG,17.31831732085028 VEGAMAG
1.24,0.975,2.82,5.243879,5.062282,4.726667,4.24392,0.1687783,6.74855,4.828338393865851,36.866847288990144,2.4715989383737003e-06,4.342081791788629e-07,0.0,EB,4.580741673048094 VEGAMAG,0.005,0.1,5.433616785809266 VEGAMAG,16.982381304568133 VEGAMAG
1.24,0.475,2.84,5.230862,3.761347,4.898188,4.415005,0.08464605,6.631311,2.197113537522921,3.749061804793688,3.038848156266841e-06,1.4526801426479384e-10,0.0,EB,7.595545737300986 VEGAMAG,0.005,0.1,16.54518477868731 VEGAMAG,18.469019219128093 VEGAMAG
1.24,0.525,2.84,5.231392,3.904885,4.890466,4.430696,0.0897849,6.638383,2.27077602359674,4.114409366589847,2.9950425727008143e-06,3.177159369351825e-10,0.0,EB,7.260706735228598 VEGAMAG,0.005,0.1,16.506010842434005 VEGAMAG,18.416293896311483 VEGAMAG
1.24,0.575,2.84,5.232254,4.039091,4.883237,4.443974,0.09535996,6.643049,2.359196960415571,4.5170614631705,2.945784685251553e-06,6.453643927167868e-10,0.0,EB,6.984070475787709 VEGAMAG,0.005,0.1,16.453744195354865 VEGAMAG,18.354734300543655 VEGAMAG
1.24,0.625,2.84,5.233611,4.165225,4.869098,4.454783,0.1032994,6.656525,2.519840779499206,4.969399363215788,2.875173122887888e-06,1.2288843119019994e-09,0.0,EB,6.55971891669898 VEGAMAG,0.005,0.1,16.37273754441075 VEGAMAG,18.255347305339722 VEGAMAG
1.24,0.675,2.84,5.235125,4.284848,4.856078,4.463114,0.1113067,6.666476,2.6806739869263807,5.488486496058823,2.815360415141253e-06,2.2169811473542776e-09,0.0,EB,6.2261077822177295 VEGAMAG,0.005,0.1,16.21145428838532 VEGAMAG,17.910264726513525 VEGAMAG
1.24,0.725,2.84,5.235451,4.400982,4.850445,4.467946,0.1138369,6.669274,2.7530233822388004,6.13559097557066,2.7894719586850746e-06,3.821580392209928e-09,0.0,EB,6.101541006891207 VEGAMAG,0.005,0.1,16.175835813028634 VEGAMAG,17.84254891322893 VEGAMAG
1.24,0.775,2.84,5.236715,4.516091,4.832406,4.467817,0.123247,6.68192,2.9879959191027594,7.009163649799853,2.7248587849192014e-06,6.3015443913466125e-09,0.0,EB,5.725778323054462 VEGAMAG,0.005,0.1,12.98112401347234 VEGAMAG,17.717549146305497 VEGAMAG
1.24,0.825,2.84,5.24006,4.626368,4.790256,4.462493,0.1411167,6.712602,3.6456930472280087,8.15552268366293,2.59360001490345e-06,9.726710724271402e-09,0.0,EB,4.9911537449166605 VEGAMAG,0.005,0.1,7.121620786415884 VEGAMAG,17.414020440720144 VEGAMAG
1.24,0.875,2.84,5.240657,4.73746,4.777007,4.446783,0.1486187,6.719153,3.859826646790369,9.963561366353048,2.5656889277943573e-06,1.3674233764437754e-08,0.0,EB,4.902327747362313 VEGAMAG,0.005,0.1,6.668064123006375 VEGAMAG,17.328355299848745 VEGAMAG
1.24,0.925,2.84,5.24196,4.850778,4.762239,4.41433,0.1558499,6.727935,4.146953828234553,13.181899614848511,2.5347258853843537e-06,1.5990461570660524e-08,0.0,EB,4.7939032193190005 VEGAMAG,0.005,0.1,6.211334423497325 VEGAMAG,17.212926434319122 VEGAMAG
1.24,0.975,2.84,5.246174,5.062448,4.688099,4.250384,0.1827554,6.769708,5.798783573633084,35.7920851542861,2.421268767495385e-06,4.413031221265914e-07,0.0,EB,4.313279479313219 VEGAMAG,0.005,0.1,4.783226911463334 VEGAMAG,16.68774882284716 VEGAMAG
1.24,0.525,2.86,5.231812,3.904825,4.888747,4.430683,0.09194787,6.639525,2.3032920044178984,4.114384734841626,2.9779952451809696e-06,3.1758940087892526e-10,0.0,EB,7.179382164536793 VEGAMAG,0.005,0.1,16.482328943553284 VEGAMAG,18.390489012235804 VEGAMAG
1.24,0.575,2.86,5.23269,4.039056,4.882363,4.443967,0.09536318,6.644604,2.375588422154191,4.517020899770914,2.939686378362659e-06,6.452232375450141e-10,0.0,EB,6.94868666416133 VEGAMAG,0.005,0.1,16.442466370630488 VEGAMAG,18.3422536785283 VEGAMAG
