log10(M_1i)(Msun),q_i(M_2i/M_1i),log10(P_i)(days),logL_1,logL_2,logT_1,logT_2,M_env_1,He_core_1,R_1(Rsun),R_2(Rsun),Mdot_w_1,Mdot_w_2,Mdot_rlo_2,case,"wfpc2,2,f450w,a2d7,cont#50180",Z,eps,"wfpc2,2,f606w,a2d7,cont#50180","wfpc2,2,f814w,a2d7,cont#50180"
1.18,0.725,2.86,5.119066,4.215033,4.368989,4.445888,0.2620232,5.674137,21.548745898050488,5.482735563046605,1.4226530523537e-06,1.448204858043781e-09,0.0,EB,2.7162909573938943 VEGAMAG,0.005,0.1,2.8745503389492444 VEGAMAG,3.003446175571547 VEGAMAG
1.18,0.775,2.86,5.123019,4.333643,3.910405,4.447328,0.4054602,5.75118,182.21494739647264,6.243426451076299,6.817623282582771e-07,2.468891474545442e-09,0.0,LB,1.1604450979560477 VEGAMAG,0.005,0.1,0.7897177293162461 VEGAMAG,0.5045624324401954 VEGAMAG
1.18,0.825,2.86,5.12293,4.449015,3.862913,4.443844,0.4211077,5.767844,218.9641421303132,7.245610765362902,7.97171933799252e-07,3.9613297905101265e-09,0.0,EB,1.2573718244020715 VEGAMAG,0.005,0.1,0.7821619776241384 VEGAMAG,0.41621512203780187 VEGAMAG
1.18,0.875,2.86,5.125576,4.563522,3.81025,4.432227,0.4339822,5.78074,284.3629428111695,8.720905891828561,9.962469389477277e-07,5.8334301237489044e-09,0.0,EB,1.300701715248217 VEGAMAG,0.005,0.1,0.6931275571916307 VEGAMAG,0.2250506578217648 VEGAMAG
1.18,0.925,2.86,5.125284,4.684941,3.780544,4.401966,0.4428885,5.789202,327.404768182209,11.52898303191187,1.125573863589411e-06,7.127282942791932e-09,0.0,EB,1.3706320684662765 VEGAMAG,0.005,0.1,0.680011522332884 VEGAMAG,0.1479991446511486 VEGAMAG
1.18,0.975,2.86,5.125097,4.840865,3.757448,3.566304,0.45356,5.794632,367.2087320758703,647.27673873004,1.242767822324843e-06,8.253268993093877e-07,0.0,EB,1.4308508667052777 VEGAMAG,0.005,0.1,0.6711763619316247 VEGAMAG,0.08609818977613148 VEGAMAG
1.18,0.725,2.88,5.122033,4.214819,4.16394,4.445821,0.3056556,5.713068,55.117562089380776,5.4830764342022,1.3716616611860015e-06,1.4459624001538556e-09,0.0,LB,1.7677490895796433 VEGAMAG,0.005,0.1,1.7710554004677426 VEGAMAG,1.777030500594322 VEGAMAG
1.18,0.775,2.88,5.123005,4.333392,3.887882,4.447256,0.4151616,5.75988,197.17960850573087,6.24369385078693,7.287557593401138e-07,2.464603154451578e-09,0.0,LB,1.218133552642151 VEGAMAG,0.005,0.1,0.7995188459747382 VEGAMAG,0.4773157205770884 VEGAMAG
1.18,0.825,2.88,5.124618,4.448848,3.839292,4.443795,0.4268918,5.772052,245.43980656801776,7.245862692636113,8.781526171690444e-07,3.956853763444526e-09,0.0,LB,1.2750873896525938 VEGAMAG,0.005,0.1,0.7427641496177873 VEGAMAG,0.3327180997358903 VEGAMAG
1.18,0.875,2.88,5.126079,4.563257,3.787294,4.432132,0.440857,5.79065,315.84935910690365,8.722026462851924,1.0928586649274383e-06,5.821782817730639e-09,0.0,LB,1.361108618861513 VEGAMAG,0.005,0.1,0.6899170468915838 VEGAMAG,0.17285181651987558 VEGAMAG
1.18,0.925,2.88,5.126808,4.684821,3.764124,4.401907,0.450559,5.791985,356.2599478541556,11.530522829668598,1.2095866919168614e-06,7.120705098682933e-09,0.0,LB,1.4055724606700981 VEGAMAG,0.005,0.1,0.6662741310198195 VEGAMAG,0.09684456814863296 VEGAMAG
1.18,0.975,2.88,5.127586,4.840847,3.738932,3.566309,0.4753407,5.798841,402.8125565470488,647.2484215638469,1.3454389617527872e-06,8.25248987185109e-07,0.0,LB,1.4892882636252136 VEGAMAG,0.005,0.1,0.6712808656396607 VEGAMAG,0.04145310837853966 VEGAMAG
1.18,0.725,2.9,5.123281,4.21456,3.922627,4.445744,0.3783469,5.747042,171.42493757990923,5.483381973766324,6.482805620864247e-07,1.443321230786576e-09,0.0,LB,1.1730562522789967 VEGAMAG,0.005,0.1,0.8271129307247005 VEGAMAG,0.56114490415482 VEGAMAG
1.18,0.775,2.9,5.123548,4.333181,3.867797,4.447198,0.4212503,5.765264,215.090881785119,6.243834743413153,7.850675019291081e-07,2.4611041911355713e-09,0.0,LB,1.242841044292411 VEGAMAG,0.005,0.1,0.7790005825095125 VEGAMAG,0.42183781990936864 VEGAMAG
1.18,0.825,2.9,5.12569,4.448644,3.811332,4.443735,0.4325955,5.779417,281.7675657273505,7.246166351719477,9.883755648454255e-07,3.95136364725463e-09,0.0,LB,1.30736259221922 VEGAMAG,0.005,0.1,0.7026950519784281 VEGAMAG,0.2368580758468375 VEGAMAG
1.18,0.875,2.9,5.126988,4.563187,3.775745,4.432113,0.4454881,5.789791,336.8177729803931,8.722106796054327,1.1542051293364686e-06,5.8195311880069445e-09,0.0,LB,1.3721025123206265 VEGAMAG,0.005,0.1,0.6674640899110229 VEGAMAG,0.12467192403727734 VEGAMAG
1.18,0.925,2.9,5.127561,4.684688,3.746221,4.401842,0.4676708,5.795718,388.7612769794971,11.532195601623071,1.3045658329314003e-06,7.112233394990092e-09,0.0,LB,1.4630374469776564 VEGAMAG,0.005,0.1,0.6683163308565265 VEGAMAG,0.056343422383282604 VEGAMAG
1.18,0.975,2.9,5.125904,4.841016,3.72229,3.566256,0.5025863,5.806714,434.50922367595865,647.531648981798,1.437060327133186e-06,8.259865965614363e-07,0.0,LB,1.5669775213161952 VEGAMAG,0.005,0.1,0.6941948182231661 VEGAMAG,0.02241801256625431 VEGAMAG
1.18,0.775,2.92,5.124122,4.332921,3.840283,4.447133,0.4270833,5.77152,242.6967719911351,6.243840494200123,8.693807105095914e-07,2.4569934572786592e-09,0.0,LB,1.2880824628568288 VEGAMAG,0.005,0.1,0.7582276543112076 VEGAMAG,0.35008648430071565 VEGAMAG
1.18,0.825,2.92,5.125916,4.448401,3.79183,4.443663,0.4375772,5.786306,310.23229097698896,7.246530091987395,1.0748404448353496e-06,3.944890928589043e-09,0.0,LB,1.3419494666821663 VEGAMAG,0.005,0.1,0.6836272589068337 VEGAMAG,0.17646653829523795 VEGAMAG
1.18,0.875,2.92,5.128615,4.562827,3.752302,4.432006,0.4625429,5.804791,378.15077953073137,8.722781624166416,1.2777532668629766e-06,5.80590599803824e-09,0.0,LB,1.4381421817524742 VEGAMAG,0.005,0.1,0.6625261770151436 VEGAMAG,0.0652111898166563 VEGAMAG
1.18,0.925,2.92,5.126275,4.684513,3.727237,4.401734,0.4932155,5.804135,424.2061885985904,11.535621558566788,1.407579716696034e-06,7.099029812413822e-09,0.0,LB,1.546186190139176 VEGAMAG,0.005,0.1,0.6899226669333758 VEGAMAG,0.030789229271979135 VEGAMAG
1.18,0.975,2.92,5.127003,4.841061,3.70938,3.566202,0.5315008,5.813977,462.3937976355355,647.7269990134831,1.5195745103487574e-06,8.263118862538983e-07,0.0,LB,1.625885355762432 VEGAMAG,0.005,0.1,0.7090316315642209 VEGAMAG,0.0035577653237539586 VEGAMAG
1.18,0.775,2.94,5.124965,4.332693,3.813178,4.447076,0.4319415,5.779089,278.0532655873495,6.243839056502883,9.766838354224376e-07,2.4534318561831995e-09,0.0,LB,1.3136436175723942 VEGAMAG,0.005,0.1,0.7139165000208325 VEGAMAG,0.25188683377996735 VEGAMAG
1.18,0.825,2.94,5.127421,4.448012,3.771084,4.443575,0.4487956,5.798117,345.0610980570271,7.246224749155969,1.1788240836344625e-06,3.9359991865137674e-09,0.0,LB,1.3814315001051636 VEGAMAG,0.005,0.1,0.6630138618698012 VEGAMAG,0.10962909722182168 VEGAMAG
1.18,0.925,2.94,5.126472,4.68435,3.715777,4.401653,0.5164419,5.808615,448.0897401035281,11.537773260986278,1.476576662310085e-06,7.088461746592786e-09,0.0,LB,1.5973262762419138 VEGAMAG,0.005,0.1,0.7024852056039932 VEGAMAG,0.013836111079659208 VEGAMAG
1.18,0.975,2.94,5.126956,4.840167,3.698996,3.566385,0.5630891,5.820064,485.8128523114417,646.5155872189865,1.5874571087890714e-06,8.227255790468197e-07,0.0,LB,1.6786129481722634 VEGAMAG,0.005,0.1,0.7252832251099384 VEGAMAG,-0.008041627319572697 VEGAMAG
1.18,0.775,2.96,5.125303,4.332454,3.794009,4.44702,0.4379408,5.782471,305.0703497822516,6.243736980845054,1.0587538436894415e-06,2.4497851628193194e-09,0.0,LB,1.3506631415144799 VEGAMAG,0.005,0.1,0.6984703058585162 VEGAMAG,0.19602770063685715 VEGAMAG
1.18,0.825,2.96,5.125079,4.447934,3.753856,4.443563,0.456669,5.796759,373.2647685659186,7.245977814637042,1.2590790566621352e-06,3.934803055856698e-09,0.0,LB,1.4448427335145864 VEGAMAG,0.005,0.1,0.6740624287737296 VEGAMAG,0.08045888938316037 VEGAMAG
1.18,0.925,2.96,5.127286,4.684194,3.704694,4.401559,0.5437923,5.815063,472.5361080566573,11.540669395223691,1.548442204559511e-06,7.077339023944088e-09,0.0,LB,1.6505328880676684 VEGAMAG,0.005,0.1,0.7173333324496944 VEGAMAG,-0.000625709015318332 VEGAMAG
1.18,0.975,2.96,5.128249,4.841349,3.690015,3.566101,0.5983044,5.825629,507.3784296842946,648.2417524980303,1.65114798927026e-06,8.276028927473511e-07,0.0,LB,1.7256325343992485 VEGAMAG,0.005,0.1,0.7399999121849654 VEGAMAG,-0.017958679770377906 VEGAMAG
1.18,0.775,2.98,5.125297,4.332096,3.770969,4.446975,0.4462016,5.788207,342.5689527359255,6.242441771317403,1.168963632274499e-06,2.445665177989476e-09,0.0,LB,1.3987050251163213 VEGAMAG,0.005,0.1,0.6799453270782152 VEGAMAG,0.12629764559818346 VEGAMAG
1.18,0.825,2.98,5.1261,4.447716,3.736904,4.443509,0.4768425,5.800357,405.3573013554899,7.2459711408479155,1.3529383271323055e-06,3.929605925469075e-09,0.0,LB,1.5046592956679583 VEGAMAG,0.005,0.1,0.6800973320699355 VEGAMAG,0.045246200642026224 VEGAMAG
1.18,0.875,2.98,5.126828,4.56235,3.711197,4.431854,0.5273502,5.811873,458.1302828440208,8.724119384204016,1.5066105352817078e-06,5.787713169653867e-09,0.0,LB,1.6183702544719891 VEGAMAG,0.005,0.1,0.7078042262027373 VEGAMAG,0.007134882195731773 VEGAMAG
1.18,0.925,2.98,5.127054,4.683963,3.694788,4.401438,0.5778424,5.820674,495.53918246152085,11.544018126014064,1.6135372650636751e-06,7.061695713466286e-09,0.0,LB,1.7014461358951205 VEGAMAG,0.005,0.1,0.7330691229778274 VEGAMAG,-0.01173431341370268 VEGAMAG
1.18,0.975,2.98,5.128584,4.842403,3.68498,3.565801,0.6186482,5.83106,519.4491022186087,649.9261330819365,1.685547516395614e-06,8.321277400169024e-07,0.0,LB,1.755029158341933 VEGAMAG,0.005,0.1,0.7509751782735119 VEGAMAG,-0.021017750835155002 VEGAMAG
1.18,0.775,3.0,5.126131,4.331764,3.748285,4.446878,0.464929,5.798049,384.7742497097772,6.242855749140563,1.2939604431725014e-06,2.440343716654661e-09,0.0,LB,1.4564516564383911 VEGAMAG,0.005,0.1,0.6682477383775942 VEGAMAG,0.06127417614985253 VEGAMAG
1.18,0.825,3.0,5.126711,4.447277,3.716666,4.443389,0.5145821,5.813593,446.2394894101943,7.246319854559886,1.472285381683948e-06,3.918420140138061e-09,0.0,LB,1.592965657932568 VEGAMAG,0.005,0.1,0.701156408745407 VEGAMAG,0.014825597219219055 VEGAMAG
1.18,0.875,3.0,5.127152,4.562082,3.699336,4.431769,0.5624476,5.81857,484.8428550990917,8.724836556252798,1.5827925593635022e-06,5.777327671096055e-09,0.0,LB,1.6776563543478284 VEGAMAG,0.005,0.1,0.7255356765889576 VEGAMAG,-0.006866577102042637 VEGAMAG
1.18,0.925,3.0,5.12771,4.68368,3.687309,4.401294,0.6062929,5.827801,513.3245085063087,11.547926206735728,1.6655435770648147e-06,7.042907751338123e-09,0.0,LB,1.7434608123347273 VEGAMAG,0.005,0.1,0.7479558783034745 VEGAMAG,-0.0175252037353113 VEGAMAG
1.18,0.975,3.0,5.128542,4.842356,3.684669,3.565744,0.614634,5.835539,519.7434202036779,650.0608329588638,1.687306579462913e-06,8.321469006867942e-07,0.0,LB,1.7587973186886785 VEGAMAG,0.005,0.1,0.7535981921198109 VEGAMAG,-0.01926693403504931 VEGAMAG
1.18,0.825,3.02,5.12732,4.446883,3.702958,4.443283,0.5519632,5.823231,476.32349069127065,7.246563463568567,1.5603894308601252e-06,3.908507953063948e-09,0.0,LB,1.6599692830852941 VEGAMAG,0.005,0.1,0.7206664055489043 VEGAMAG,-0.0019526161224203697 VEGAMAG
1.18,0.875,3.02,5.127467,4.561744,3.690523,4.431662,0.5933877,5.827349,505.7454683089883,8.72571451937821,1.6442013482801226e-06,5.764026913998603e-09,0.0,LB,1.7245642816179207 VEGAMAG,0.005,0.1,0.740777684460654 VEGAMAG,-0.015773835571630812 VEGAMAG
1.18,0.925,3.02,5.127969,4.683408,3.685994,4.401144,0.6089929,5.83106,516.2915296374732,11.552314403931112,1.6758687394679073e-06,7.0242344707287954e-09,0.0,LB,1.751996031812103 VEGAMAG,0.005,0.1,0.7516700808212251 VEGAMAG,-0.017483402450779728 VEGAMAG
1.18,0.975,3.02,5.128699,4.841978,3.687202,3.565841,0.5982711,5.837711,513.7040622076884,649.4907944723903,1.6703981487213438e-06,8.305618903777198e-07,0.0,LB,1.7435663871842622 VEGAMAG,0.005,0.1,0.7476697529186538 VEGAMAG,-0.01810972904737973 VEGAMAG
1.18,0.825,3.04,5.126828,4.446791,3.697296,4.443273,0.5682426,5.819837,489.6840969069152,7.24611796562862,1.5968127807047751e-06,3.907266195606298e-09,0.0,LB,1.6879197770754306 VEGAMAG,0.005,0.1,0.728529659139483 VEGAMAG,-0.009419066646967345 VEGAMAG
1.18,0.875,3.04,5.128022,4.561309,3.686186,4.431518,0.6105028,5.833141,515.8197896289196,8.727145165700664,1.675772271485073e-06,5.746084390282861e-09,0.0,LB,1.750903802617596 VEGAMAG,0.005,0.1,0.751282684818011 VEGAMAG,-0.01733389477656999 VEGAMAG
1.18,0.925,3.04,5.12794,4.683077,3.689166,4.400979,0.5896607,5.834318,508.5644516770213,11.556677658371472,1.65494665715882e-06,7.0025787252213155e-09,0.0,LB,1.7340666107766456 VEGAMAG,0.005,0.1,0.7453434934271841 VEGAMAG,-0.014970167770558263 VEGAMAG
1.18,0.975,3.04,5.128067,4.843263,3.689918,3.565493,0.583648,5.838662,507.07359968675866,651.4948694883664,1.6528368999336018e-06,8.360418161314768e-07,0.0,LB,1.7284791321902881 VEGAMAG,0.005,0.1,0.7424937545367638 VEGAMAG,-0.015733685168284328 VEGAMAG
1.18,0.775,3.06,5.127359,4.330597,3.700711,4.446632,0.5585083,5.821217,481.6637915302308,6.241516170229359,1.575509404863123e-06,2.4237398311544203e-09,0.0,LB,1.6705612545984616 VEGAMAG,0.005,0.1,0.7233198434502564 VEGAMAG,-0.005358791845493371 VEGAMAG
1.18,0.825,3.06,5.127548,4.446376,3.688937,4.443161,0.5994103,5.828016,509.28278944231215,7.246404949926718,1.6551295787313706e-06,3.896942520130804e-09,0.0,LB,1.7346482843271338 VEGAMAG,0.005,0.1,0.7450905774140026 VEGAMAG,-0.015859159226265795 VEGAMAG
1.18,0.875,3.06,5.127814,4.560968,3.687945,4.431408,0.595064,5.836761,511.6959740272397,8.728145953798396,1.6660997529990067e-06,5.732789560953172e-09,0.0,LB,1.7402013744775158 VEGAMAG,0.005,0.1,0.7470225675174103 VEGAMAG,-0.016686213134977645 VEGAMAG
1.18,0.925,3.06,5.128192,4.682698,3.692745,4.400798,0.5700453,5.837779,500.7292945438164,11.561255525027924,1.635437681703418e-06,6.978562943622848e-09,0.0,LB,1.7110230292827233 VEGAMAG,0.005,0.1,0.7352846291544091 VEGAMAG,-0.01513189308317342 VEGAMAG
1.18,0.975,3.06,5.129995,4.842309,3.66682,3.565709,0.7185423,5.849634,565.9981347881204,650.1281933658806,1.8200318999875724e-06,8.320894200006674e-07,0.0,LB,1.8662696779243015 VEGAMAG,0.005,0.1,0.7938753956783073 VEGAMAG,-0.030093490324831773 VEGAMAG
1.18,0.775,3.08,5.127773,4.330063,3.691158,4.446515,0.590844,5.831874,504.1456218505373,6.241041924718423,1.6416138216072398e-06,2.4159447598720566e-09,0.0,LB,1.7213714552176018 VEGAMAG,0.005,0.1,0.7398893702769693 VEGAMAG,-0.014905766867943093 VEGAMAG
1.18,0.825,3.08,5.127241,4.445889,3.686833,4.443048,0.6061265,5.832146,513.8543057834679,7.24610294932129,1.6678385200841363e-06,3.885491829026712e-09,0.0,LB,1.7488334710407716 VEGAMAG,0.005,0.1,0.7515852416889768 VEGAMAG,-0.015223825721799589 VEGAMAG
1.18,0.875,3.08,5.129273,4.560512,3.691337,4.431282,0.5771033,5.837892,503.3209411371694,8.728612223583639,1.6435578689324923e-06,5.715707555688579e-09,0.0,LB,1.722089602973288 VEGAMAG,0.005,0.1,0.7412564043430026 VEGAMAG,-0.01304406105291811 VEGAMAG
1.18,0.925,3.08,5.128303,4.682363,3.672874,4.400544,0.6752846,5.847064,549.4814049382559,11.57031013226968,1.7724663544090575e-06,6.950371205277792e-09,0.0,LB,1.8300590022429164 VEGAMAG,0.005,0.1,0.7807815474698043 VEGAMAG,-0.025621988213093694 VEGAMAG
1.18,0.975,3.08,5.130009,4.843564,3.650554,3.565455,0.8526268,5.860307,610.870285071964,651.833985372663,1.950980820507491e-06,8.371918656858332e-07,3.562398583521504e-21,LB,1.9773355834939865 VEGAMAG,0.005,0.1,0.8411358037541361 VEGAMAG,-0.031226267659802964 VEGAMAG
1.18,0.775,3.1,5.128444,4.329464,3.688107,4.446389,0.6014499,5.837033,511.399147824955,6.240366546349583,1.664335972483327e-06,2.40737640701259e-09,0.0,LB,1.7388758815148608 VEGAMAG,0.005,0.1,0.7462889721149235 VEGAMAG,-0.016968793687854866 VEGAMAG
1.18,0.825,3.1,5.128405,4.445413,3.689741,4.442923,0.586547,5.835947,507.6098022607588,7.24628481558164,1.6546494527196267e-06,3.873967741220869e-09,0.0,LB,1.7289979806539513 VEGAMAG,0.005,0.1,0.7423687057363937 VEGAMAG,-0.016349459258950816 VEGAMAG
1.18,0.875,3.1,5.128666,4.560041,3.68638,4.43112,0.5983516,5.843904,515.7794087650256,8.730407192773155,1.6806450472648535e-06,5.696669185128597e-09,0.0,LB,1.7479657419866823 VEGAMAG,0.005,0.1,0.7490565420064255 VEGAMAG,-0.01901777865212617 VEGAMAG
1.18,0.925,3.1,5.128782,4.682011,3.654217,4.400259,0.8194838,5.85504,599.8615149608478,11.580811694866442,1.915411100566809e-06,6.919695757736801e-09,6.860922433863928e-21,LB,1.9536483860120035 VEGAMAG,0.005,0.1,0.8320354756535209 VEGAMAG,-0.029275054879858153 VEGAMAG
1.18,0.975,3.1,5.129614,4.844367,3.641506,3.565077,0.9393305,5.862828,636.4950052855677,653.5758554292656,2.0188822977051883e-06,8.411646245430135e-07,1.0793505308055881e-19,LB,2.046336803440052 VEGAMAG,0.005,0.1,0.8735533926291628 VEGAMAG,-0.026494214506169733 VEGAMAG
1.18,0.775,3.12,5.128313,4.328844,3.69145,4.446254,0.5822689,5.840697,503.6374310282501,6.239796124114996,1.6451367348881693e-06,2.3985125764294763e-09,0.0,LB,1.7189342643063499 VEGAMAG,0.005,0.1,0.7385105871409214 VEGAMAG,-0.015477694781200757 VEGAMAG
1.18,0.825,3.12,5.128173,4.444843,3.693333,4.442795,0.5696099,5.837033,498.7317305617684,7.245810971752898,1.6307185068865215e-06,3.860770623124571e-09,0.0,LB,1.7104203656766903 VEGAMAG,0.005,0.1,0.7368043613411945 VEGAMAG,-0.01199396934288055 VEGAMAG
1.18,0.875,3.12,5.128943,4.559672,3.662203,4.43091,0.7504987,5.85432,578.0800742423038,8.735126525892522,1.8545433951436828e-06,5.6777334494692824e-09,0.0,LB,1.89796085199757 VEGAMAG,0.005,0.1,0.8077085728895783 VEGAMAG,-0.029818060902659926 VEGAMAG
1.18,0.925,3.12,5.134665,4.681493,3.645336,4.400017,0.9004902,5.861995,626.2215373087612,11.586813055313565,1.991351841415323e-06,6.887759905317038e-09,3.4733017043525696e-19,LB,2.0143121006712694 VEGAMAG,0.005,0.1,0.8571110693830453 VEGAMAG,-0.03114977905865013 VEGAMAG
1.18,0.975,3.12,5.129714,4.845434,3.637089,3.564813,0.983583,5.868118,649.6508335234082,655.1730126224274,2.055464592453064e-06,8.456798835180075e-07,4.540487761808084e-19,LB,2.0802966627319783 VEGAMAG,0.005,0.1,0.8893645965783792 VEGAMAG,-0.024400195219664855 VEGAMAG
1.18,0.725,3.14,5.13102,4.208464,3.695269,4.44448,0.5714468,5.855018,495.99922739318464,5.476826712335709,1.6323639687364117e-06,1.3913423356252787e-09,0.0,LB,1.691870365828314 VEGAMAG,0.005,0.1,0.7252211311600831 VEGAMAG,-0.018264570341062214 VEGAMAG
1.18,0.775,3.14,5.130261,4.328099,3.695575,4.4461,0.5630559,5.845102,494.3960587896548,6.238873788418471,1.6226243912691024e-06,2.388020221323182e-09,0.0,LB,1.6940944843922578 VEGAMAG,0.005,0.1,0.7285433385903595 VEGAMAG,-0.014104762798972104 VEGAMAG
1.18,0.825,3.14,5.131033,4.444217,3.673575,4.442625,0.6707724,5.848375,548.042198685257,7.246279810027151,1.7704595141042436e-06,3.845413087053321e-09,0.0,LB,1.8241999764965178 VEGAMAG,0.005,0.1,0.7775774433673099 VEGAMAG,-0.026807656773353283 VEGAMAG
1.18,0.875,3.14,5.126773,4.558679,3.644485,4.430662,0.8963696,5.866339,624.4001518385737,8.735130548567874,1.987773973685502e-06,5.6420768847041325e-09,9.984182467757637e-19,LB,2.0355554418391844 VEGAMAG,0.005,0.1,0.8749043868607731 VEGAMAG,-0.015966764996777627 VEGAMAG
1.18,0.925,3.14,5.130038,4.680687,3.640855,4.399817,0.9430962,5.866249,638.5692478507475,11.586706337312956,2.023694726647762e-06,6.8514106749625554e-09,1.3094005211537944e-18,LB,2.0507773038971266 VEGAMAG,0.005,0.1,0.875330964764578 VEGAMAG,-0.026729980549740073 VEGAMAG
1.18,0.725,3.16,5.131855,4.207583,3.69466,4.444313,0.5724749,5.861028,498.20261183261033,5.475501471359305,1.6428919438709947e-06,1.3842100560769443e-09,0.0,LB,1.6918195016428983 VEGAMAG,0.005,0.1,0.7229823263447166 VEGAMAG,-0.02217200192803581 VEGAMAG
1.18,0.775,3.16,5.130311,4.327284,3.667888,4.445892,0.7103668,5.86051,563.7388951628619,6.238985840619407,1.821318923773187e-06,2.375871784767216e-09,0.0,LB,1.8571251973048875 VEGAMAG,0.005,0.1,0.7888336074500168 VEGAMAG,-0.032019096092972266 VEGAMAG
1.18,0.825,3.16,5.129829,4.443616,3.654629,4.442437,0.8150336,5.857696,599.2126869842167,7.247542987926878,1.9166199306480976e-06,3.830019631200448e-09,1.0419395167037462e-20,LB,1.9489240204990066 VEGAMAG,0.005,0.1,0.8289436873329437 VEGAMAG,-0.031129414068238326 VEGAMAG
1.18,0.875,3.16,5.130436,4.558225,3.643431,4.430538,0.9180765,5.865079,631.4791271488575,8.735558974097398,2.00940741252438e-06,5.6258869378368035e-09,5.529966615114042e-19,LB,2.029590849161771 VEGAMAG,0.005,0.1,0.8646570761620875 VEGAMAG,-0.029453900040050662 VEGAMAG
1.18,0.725,3.18,5.131525,4.206516,3.658464,4.444082,0.786671,5.877346,589.9673804806928,5.474583699856541,1.9024839429801016e-06,1.375479113305116e-09,3.5635471502609495e-17,LB,1.9171420731147315 VEGAMAG,0.005,0.1,0.8122818115189867 VEGAMAG,-0.036327514552974005 VEGAMAG
1.18,0.825,3.18,5.132646,4.442814,3.645209,4.442251,0.8966519,5.863729,625.005731528882,7.247049037460473,1.990879615937822e-06,3.811623536313409e-09,4.584505619847635e-19,LB,2.0207566822108847 VEGAMAG,0.005,0.1,0.8630412550587274 VEGAMAG,-0.02560883971079564 VEGAMAG
1.18,0.875,3.18,5.130325,4.557316,3.637051,4.430333,0.9820577,5.869671,650.1970578852262,8.734653874435486,2.060606189527964e-06,5.595668783472042e-09,5.465784559334751e-18,LB,2.0791493031855026 VEGAMAG,0.005,0.1,0.8880602534559756 VEGAMAG,-0.02582311628614553 VEGAMAG
1.18,0.675,3.2,5.133495,4.088274,3.660714,4.436996,0.7725809,5.888038,584.9786285828602,4.936318802601575,1.8954572769378829e-06,7.676071298720529e-10,1.1128138172640962e-15,LB,1.8973795863398013 VEGAMAG,0.005,0.1,0.8013256624534226 VEGAMAG,-0.04060335461806508 VEGAMAG
1.18,0.725,3.2,5.132771,4.205521,3.648942,4.443903,0.8676227,5.881195,616.261447935856,5.47281918700322,1.9786683180011277e-06,1.3677949627469484e-09,9.7029213131637e-16,LB,1.9862182181486576 VEGAMAG,0.005,0.1,0.8435586846956533 VEGAMAG,-0.0336954325409522 VEGAMAG
1.18,0.775,3.2,5.130328,4.326193,3.648088,4.445665,0.8744541,5.864291,618.2868360072894,6.237691616674927,1.9731313640835044e-06,2.361021815959666e-09,1.1811430787924164e-18,LB,1.9939471332272996 VEGAMAG,0.005,0.1,0.8478550507637883 VEGAMAG,-0.03199776844938995 VEGAMAG
1.18,0.825,3.2,5.130512,4.441729,3.640791,4.44202,0.9424383,5.868635,638.9398860998363,7.245714204640346,2.0278461380262963e-06,3.787529289639216e-09,1.931001047813105e-18,LB,2.0506492737900306 VEGAMAG,0.005,0.1,0.874940937319566 VEGAMAG,-0.027318096930002422 VEGAMAG
1.18,0.675,3.22,5.13102,4.086936,3.64954,4.436763,0.861194,5.891796,613.4483462266438,4.934006303587593,1.9776571328864527e-06,7.617439261269964e-10,4.866900969756269e-14,LB,1.98576861136185 VEGAMAG,0.005,0.1,0.8455082335867781 VEGAMAG,-0.029929025492809735 VEGAMAG
1.18,0.725,3.22,5.13249,4.204402,3.645746,4.443706,0.8984,5.883356,626.1148436989738,5.470755428913338,2.0064207012129907e-06,1.3592238925737602e-09,1.018714550789208e-15,LB,2.007504429427672 VEGAMAG,0.005,0.1,0.8519630712177251 VEGAMAG,-0.03504183310250486 VEGAMAG
1.18,0.775,3.22,5.131418,4.325208,3.643472,4.445487,0.909574,5.867555,629.6105549004634,6.235724221247594,2.0061342844853368e-06,2.3479778737180013e-09,1.942998697371024e-18,LB,2.035304807017865 VEGAMAG,0.005,0.1,0.870537847100783 VEGAMAG,-0.02344696670682378 VEGAMAG
1.18,0.675,3.24,5.135853,4.085669,3.6473,4.436548,0.8856205,5.8956,621.668697275485,4.931706243561678,2.002257826846408e-06,7.563747109951526e-10,3.1405991545438023e-14,LB,1.9958327297225675 VEGAMAG,0.005,0.1,0.8465671002163244 VEGAMAG,-0.03568800406907435 VEGAMAG
1.18,0.725,3.24,5.131601,4.203862,3.64248,4.443616,0.9280439,5.88223,634.9053695141247,5.469611751779755,2.0265438249554385e-06,1.3552611843471214e-09,4.4144083990033253e-16,LB,2.034583346842412 VEGAMAG,0.005,0.1,0.8657762485644671 VEGAMAG,-0.03126449889951255 VEGAMAG
1.18,0.775,3.24,5.129586,4.324147,3.638515,4.44531,0.9651625,5.869401,645.3287295478794,6.233197674957988,2.043534621906801e-06,2.3344630269611654e-09,6.31644195351761e-18,LB,2.0694031240574318 VEGAMAG,0.005,0.1,0.8843511712775465 VEGAMAG,-0.02497058999027635 VEGAMAG
1.18,0.625,3.26,5.13502,3.963542,3.654069,4.427131,0.8308909,5.899652,604.527414068084,4.474731693691932,1.9571675206663096e-06,4.0421274231469516e-10,8.643159140545407e-14,LB,1.9393662680510082 VEGAMAG,0.005,0.1,0.8171664422892277 VEGAMAG,-0.044588875606477174 VEGAMAG
